source,target
17051344,14562968
8496762,15010349
8496762,1181680423652532225
8496762,3316108751
8496762,1160997367753191424
8496762,1212962704924663808
8496762,49279876
8496762,1016352377304178689
8496762,1668845725
8496762,330251130
8496762,1325576629268131842
8496762,822886270334447616
8496762,986012090728054787
8496762,1214343980
8496762,11219992
8496762,1262903564
8496762,1377311288175517700
8496762,3364585666
8496762,1383836197114368002
8496762,4055120602
8496762,14889282
8496762,954885146
8496762,65375759
8496762,13220072
8496762,790774
8496762,836478889195098112
8496762,845277618664562689
8496762,1249850865193758728
8496762,81961201
8496762,891524195078754305
8496762,811750401267658753
8496762,1084132644294717445
8496762,970104112401481729
8496762,330105456
8496762,864560037821370369
8496762,1235023368476389379
8496762,712012171031420928
8496762,17217413
8496762,149763
8496762,2799788857
8496762,1201339455803707394
8496762,1082596402990059520
8496762,14379660
8496762,22158854
8496762,1289626730861408257
8496762,1005085697018138624
8496762,1277983286934089728
8496762,1322212031852957697
8496762,71759409
8496762,2989966781
8496762,17119688
8496762,3881536181
8496762,298217736
8496762,17393219
8496762,844625427356422146
8496762,1246461572094005251
8496762,5418912
8496762,1186534890
8496762,19268175
8496762,830891475395293184
8496762,17353261
8496762,2882386673
8496762,819807891922108418
8496762,1142418468458942464
8496762,992477898
8496762,893038458641502208
8496762,1183382935
8496762,17752117
8496762,893035563103727616
8496762,1295193837258727424
8496762,51718766
8496762,3673203742
8496762,1250064239068356609
8496762,51590414
8496762,2655870318
8496762,21187702
8496762,2845523856
8496762,2183000371
8496762,1366209511
8496762,1276223845465231361
8496762,1113747629282930688
8496762,1258023961604096000
8496762,74712538
8496762,86626845
8496762,160470236
8496762,713797901168877575
8496762,1244044908815663104
8496762,38874017
8496762,1242475401122742272
8496762,45586617
8496762,3041581204
8496762,1239375270961790976
8496762,3290364847
8496762,6535212
8496762,1696049040
8496762,1091395399091277825
8496762,3169963433
8496762,197854852
8496762,842230490258059264
8496762,990004572964999168
8496762,352388964
16833653,4195722340
16833653,953031472159498240
16833653,30761484
16833653,763058613854146560
16833653,1471542956
16833653,740651389559377920
16833653,469064899
16833653,19806157
16833653,862336866
16833653,576270319
16833653,230049663
16833653,33152005
16833653,531533995
16833653,382950780
16833653,248459715
16833653,281612040
16833653,947890989791883267
16833653,1033743141554270208
16833653,42955171
16833653,2333546774
16833653,23128315
16833653,289461078
16833653,20818253
16833653,2964539431
16833653,765290266601324544
16833653,2966260604
16833653,112897080
16833653,900293335
16833653,143430352
16833653,62595772
16833653,392977409
16833653,3381484355
16833653,3311286493
16833653,2993930001
16833653,862005522
16833653,734612042099896322
16833653,1086694369829314561
16833653,24433203
16833653,173029902
16833653,1349748577
16833653,1063691735040020481
16833653,1360928539
16833653,1021768246104477697
16833653,942422147200319489
16833653,3316108751
16833653,909474040825364480
16833653,909489135420952577
16833653,917413326795231232
16833653,1100859421
16833653,3390650061
16833653,7228682
16833653,776192268420075520
16833653,1135512301
16833653,523804354
16833653,21268897
16833653,110619941
16833653,2667082969
16833653,73519358
16833653,3164566965
16833653,732642201734275072
16833653,751438875499765760
16833653,358903351
16833653,64092459
16833653,3092760197
16833653,84653850
16833653,47267188
16833653,733647469305864195
16833653,704048226
16833653,826225554
16833653,22737278
16833653,927783252
16833653,403299980
16833653,1219579814
16833653,2546261755
16833653,560849810
16833653,61016265
16833653,46393249
16833653,21510888
16833653,101264566
16833653,75797367
16833653,62340455
16833653,4054281141
16833653,17230773
16833653,4755761954
16833653,54731136
16833653,2751594014
16833653,60693203
16833653,868389662
16833653,16641916
16833653,3741703945
16833653,159750256
16833653,2431547652
16833653,2551336675
16833653,2585889139
16833653,4216847717
16833653,481489755
16833653,1902697201
16833653,900624792
16833653,3787105512
16833653,1125841748
33248363,494027712
33248363,1076877578
33248363,593847594
33248363,1006419421244678144
33248363,834277183
33248363,4853065283
33248363,139881024
33248363,353105326
33248363,2349626330
33248363,46110469
33248363,16138845
33248363,2267613798
33248363,7748402
33248363,2905618032
33248363,753030630196273152
33248363,15350739
33248363,14293310
33248363,2486452056
33248363,197962366
33248363,44940629
33248363,30093009
33248363,112341239
33248363,2990516686
33248363,34305774
33248363,17471979
33248363,16013132
33248363,1550654624
33248363,2408111958
33248363,537343182
33248363,67261403
33248363,787805078
33248363,2901995989
33248363,355306930
33248363,136823678
33248363,2853665690
33248363,20417273
33248363,3307320262
33248363,1340658163
33248363,795797436321202176
33248363,794679281045516288
33248363,549474714
33248363,788026535764557825
33248363,57759275
33248363,762003226019434496
33248363,16085160
33248363,258406422
33248363,713297822943150080
33248363,2377106287
33248363,237873335
33248363,1636669794
33248363,56302593
33248363,1240209589
33248363,566789704
33248363,501301839
33248363,741418535444877312
33248363,190027383
33248363,2417249490
33248363,151277627
33248363,213379570
33248363,7734772
33248363,358756624
33248363,1901668932
33248363,2545760802
33248363,210887152
33248363,291834078
33248363,345828486
33248363,500703900
33248363,390721848
33248363,2820258156
33248363,1726438045
33248363,1979565852
33248363,25736948
33248363,184534970
33248363,515784107
33248363,738607366082433025
33248363,311523088
33248363,337266377
33248363,19210200
33248363,223875923
33248363,724890055354015744
33248363,126628622
33248363,1290082680
33248363,2395146296
33248363,3173845605
33248363,120834291
33248363,19711765
33248363,86180513
33248363,13451802
33248363,1396151678
33248363,1200158563
33248363,134555743
33248363,24795000
33248363,304999130
33248363,558739638
33248363,47489560
33248363,191958490
33248363,25878303
33248363,613981407
33248363,1665580856
33248363,150973321
1184354442,133880286
1184354442,897226870487343106
1184354442,44179331
1184354442,1380599909217263617
1184354442,2677532642
1184354442,836819176064954370
1184354442,37587253
1184354442,488496940
1184354442,16656366
1184354442,37982492
1184354442,1071843762
1184354442,2800492817
1184354442,171674815
1184354442,3310083104
1184354442,19358191
1184354442,1349154719386775552
1184354442,851622948
1184354442,822215673812119553
1184354442,1349149096909668363
1184354442,803694179079458816
1184354442,1338515024118071297
1184354442,15612654
1184354442,326915032
1184354442,145662035
1184354442,23343975
1184354442,611278121
1184354442,4922881309
1184354442,399445868
1184354442,854507630018023424
1184354442,314024592
1184354442,606625312
1184354442,1121984880785518598
1184354442,90525037
1184354442,106249423
1184354442,1229541424133099520
1184354442,16074328
1184354442,382758202
1184354442,918999776229806080
1184354442,314434900
1184354442,176934798
1184354442,1214654748978081792
1184354442,344295386
1184354442,24876649
1184354442,1255336092
1184354442,119086968
1184354442,104056037
1184354442,710984371
1184354442,92748776
1184354442,1166743627004964864
1184354442,138130672
1184354442,1281639893723156480
1184354442,3312726386
1184354442,1262046606347493377
1184354442,16789503
1184354442,3044670610
1184354442,1266169056173924352
1184354442,305217958
1184354442,1670906545
1184354442,89563994
1184354442,40859175
1184354442,1191154025778970624
1184354442,47550688
1184354442,1507338108
1184354442,1258927243272716288
1184354442,1256337410180317184
1184354442,4166195963
1184354442,31312972
1184354442,824253061384306688
1184354442,15764644
1184354442,19939139
1184354442,90343711
1184354442,481334848
1184354442,1080844782
1184354442,1352971002
1184354442,17093768
1184354442,885917068645863424
1184354442,16581604
1184354442,1119115026
1184354442,1055108101446270977
1184354442,17912817
1184354442,711756072248172545
1184354442,2280554040
1184354442,896848662
1184354442,16186259
1184354442,272004287
1184354442,20747881
1184354442,20832896
1184354442,756601542757617664
1184354442,14242308
1184354442,260380078
1184354442,1631690197
1184354442,939091
1184354442,357606935
1184354442,334356747
1184354442,883145232
1184354442,370651723
1184354442,630769394
1184354442,65707359
1184354442,813286
1184354442,16359784
274567177,1183418538285027329
274567177,266135518
274567177,12594872
274567177,146569971
274567177,2798758587
274567177,1293323413
274567177,1352101180902567936
274567177,410409666
274567177,1191757890786336775
274567177,1299549594238382080
274567177,1219719960693334016
274567177,1331369007434371072
274567177,1366129173534769156
274567177,1395344847373062150
274567177,1230611976222584839
274567177,1393011832575639553
274567177,1399367082349842434
274567177,1311696367056826368
274567177,1399399230763155458
274567177,1399421148161576962
274567177,168736667
274567177,1399185624104534017
274567177,40757215
274567177,852622396846612480
274567177,772707144894337024
274567177,1398691845950017538
274567177,3387126275
274567177,1383824091228950535
274567177,1305748706965311488
274567177,176758255
274567177,24222556
274567177,2260491445
274567177,1652311
274567177,902839045356744704
274567177,860158302
274567177,295218901
274567177,141664648
274567177,2957060303
274567177,1391065120051064839
274567177,1359609025701306368
274567177,944660244004818944
274567177,3511430425
274567177,205505734
274567177,908660783168524289
274567177,1055564678233878528
274567177,3013517318
274567177,1275272770407063553
