id,protected,verified,followers_count,friends_count,ratio_followers_friends,listed_count,statuses_count,default_profile,default_profile_image,has_url,url_is_google_research,url_is_linkedin,url_is_github,url_has_edu,url_is_academic,url_has_tilde,has_location,has_description,description_research_fields_count,description_mention_count,description_hashtag_count,description_url_count,researcher
123,0,0,8932,630,14.177777777777777,38,2536,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
124,0,1,499452,1515,329.6712871287129,3118,12734,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
125,0,1,34902,728,47.94230769230769,157,2468,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
126,1,0,177,127,1.3937007874015748,1,13241,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
127,0,1,82725,3115,26.556982343499197,4166,75875,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0
128,0,0,0,117,0.0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129,0,1,129061,1056,122.21685606060606,299,14079,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
130,0,0,18840,2663,7.0747277506571535,0,28791,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
131,0,0,1719,3054,0.56286836935167,18,2234,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0
132,0,1,10772,75,143.62666666666667,184,801,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
133,0,0,702,353,1.9886685552407932,11,1657,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
134,0,0,2,62,0.03225806451612903,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,259,642,0.40342679127725856,0,421,1,0,1,0,0,0,0,0,0,1,1,1,2,1,0,1
136,0,0,3005,3230,0.9303405572755418,3,1808,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
137,0,1,157751,5294,29.798073290517568,1772,21916,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
138,0,0,385,128,3.0078125,15,86,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
139,0,0,889,260,3.419230769230769,20,621,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
140,0,0,6203,2583,2.4014711575687184,360,52871,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
141,0,0,60876,17004,3.5800988002822867,78,6217,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
142,0,1,9206,2628,3.5030441400304415,290,14046,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0
143,0,0,56,330,0.1696969696969697,0,55,1,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0
144,1,0,25,638,0.03918495297805643,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,307,778,0.39460154241645246,0,493,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
146,0,0,1050,3049,0.34437520498524105,6,1782,1,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0
147,0,1,2879,780,3.6910256410256412,10,4362,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
148,0,1,156619,62,2526.1129032258063,1919,83823,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
149,0,0,88,149,0.5906040268456376,1,585,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150,0,0,346,295,1.1728813559322033,11,589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,185,201,0.9203980099502488,2,1436,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
152,0,0,1605,685,2.343065693430657,33,4059,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
153,0,1,26683,2143,12.451236584227718,318,6505,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,1
154,0,0,603,1242,0.4855072463768116,14,1962,0,0,1,0,0,0,0,0,0,1,1,0,0,4,0,0
155,0,1,17225,577,29.852686308492203,197,2048,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
156,0,0,436,352,1.2386363636363635,4,1155,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
157,0,1,26755,132,202.68939393939394,452,4678,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
158,0,0,1901,272,6.988970588235294,73,50860,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,1
159,0,1,706331,655,1078.3679389312977,2610,4188,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
160,0,0,1868,3753,0.4977351452171596,31,3008,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
161,0,1,7273,9159,0.7940823233977509,68,16852,1,0,1,0,0,0,0,0,0,1,1,0,5,0,0,0
162,0,0,219,510,0.4294117647058823,0,2460,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,1
163,0,0,2181,2901,0.7518097207859359,73,10087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
164,0,0,57,464,0.12284482758620689,0,27,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
165,0,0,576,663,0.8687782805429864,7,1641,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
166,0,1,69054,1565,44.12396166134185,967,53779,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0
167,0,0,7,148,0.0472972972972973,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,0,1992,1565,1.2728434504792332,120,9793,0,0,1,0,1,0,0,0,0,1,1,2,3,0,0,1
169,0,0,6,52,0.11538461538461539,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
170,0,0,6268,6182,1.0139113555483663,190,12096,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
171,0,0,5804,5122,1.1331511128465444,37,10710,0,0,1,0,0,0,1,0,0,1,1,0,7,1,0,1
172,0,0,2764,973,2.840698869475848,44,2999,1,0,1,0,0,0,0,0,0,1,1,2,0,0,1,1
173,0,1,236279,1625,145.40246153846155,8768,5986,0,0,1,0,0,0,0,0,0,1,1,2,1,0,1,1
174,0,0,58,130,0.4461538461538462,0,340,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
175,0,0,6,61,0.09836065573770492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,0,253,551,0.4591651542649728,4,613,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
177,0,0,2958,741,3.9919028340080973,186,33103,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,1
178,0,0,11,73,0.1506849315068493,2,13,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0
179,0,1,78918,127,621.4015748031496,82,1514,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
180,0,0,101357,1444,70.19182825484765,3310,49541,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
181,0,0,218,439,0.49658314350797267,0,6269,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
182,0,0,209,237,0.8818565400843882,3,137,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1
183,0,0,384,179,2.1452513966480447,15,46,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1
184,0,1,41040,1642,24.993909866017052,2048,21246,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1
185,0,0,292,1859,0.157073695535234,13,9311,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1
186,0,1,1415020,4316,327.8544949026877,10264,205287,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
187,0,0,862,3160,0.2727848101265823,26,1294,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0
188,0,0,3393,2109,1.608819345661451,131,13626,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
189,0,0,625,868,0.7200460829493087,8,819,0,0,1,0,0,0,0,0,0,1,1,0,1,3,0,0
190,0,0,5903,330,17.887878787878787,40,14142,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
191,0,0,0,114,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
192,0,0,10,154,0.06493506493506493,0,4,1,0,0,0,0,0,0,0,0,0,1,2,0,8,0,1
193,0,0,219,187,1.1711229946524064,0,1087,1,0,1,0,0,0,0,0,0,1,1,4,4,2,0,1
194,0,0,12,69,0.17391304347826086,0,165,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
195,0,0,2848,550,5.178181818181818,30,3822,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
196,0,0,260,734,0.3542234332425068,0,304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,112,1508,0.07427055702917772,0,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,11973,195,61.4,164,27310,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
199,0,0,2274,2476,0.9184168012924071,16,1464,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
200,0,0,184,322,0.5714285714285714,0,4961,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
201,0,0,4,106,0.03773584905660377,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
202,0,0,1704,1446,1.1784232365145229,6,22017,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
203,0,0,959,1166,0.8224699828473413,12,14713,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
204,0,0,15,1178,0.012733446519524618,0,230,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
205,0,0,300,1578,0.19011406844106463,0,374,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
206,0,0,8810,4771,1.8465730454831273,0,72705,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,1
207,0,0,366,490,0.746938775510204,14,87,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
208,0,0,165,785,0.21019108280254778,0,80,1,0,1,0,0,0,0,0,0,1,1,0,0,4,0,0
209,0,0,12,550,0.02181818181818182,1,555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,4,114,0.03508771929824561,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,1005,2059,0.4881010199125789,17,3644,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2,1
212,0,0,218,884,0.24660633484162897,9,107,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
213,0,0,3084,589,5.235993208828523,62,4309,0,0,1,0,0,0,0,0,0,1,1,0,2,2,1,0
214,0,0,1137,876,1.297945205479452,16,2720,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
215,0,0,2967,75,39.56,79,4673,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
216,0,1,43165,688,62.73982558139535,1035,4535,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
217,0,1,312484,2149,145.40902745463006,4868,16972,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
218,0,0,27,821,0.03288672350791717,0,1205,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
219,0,0,246,1426,0.17251051893408134,0,223,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0
220,0,0,1429,168,8.505952380952381,21,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,2631,893,2.946248600223964,51,1080,1,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0
222,0,0,48135,900,53.483333333333334,638,120891,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
223,0,0,417,811,0.5141800246609125,9,1637,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
224,0,1,15082,2063,7.310712554532235,290,14282,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
225,0,1,1565565,3503,446.9212103910933,2444,13221,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
226,0,0,35,140,0.25,0,728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
227,0,0,0,27,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,1416,1911,0.7409733124018838,33,15950,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
229,0,1,19957,14731,1.3547620663906048,557,30109,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1
230,0,0,48,293,0.16382252559726962,0,31,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
231,0,1,759985,135,5629.518518518518,2885,547,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
232,0,0,62008,450,137.79555555555555,129,4250,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
233,0,0,4907,24,204.45833333333334,130,90764,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
234,1,0,40,1121,0.03568242640499554,0,728,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
235,0,0,85,147,0.5782312925170068,0,2058,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
236,0,1,368219,1609,228.84959602237416,3413,75005,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
237,0,0,37,141,0.2624113475177305,0,234,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
238,0,0,173,87,1.9885057471264367,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,135,1318,0.10242792109256449,0,289,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
240,0,1,24425,937,26.067235859124867,0,4758,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
241,0,0,6680,1974,3.3839918946301926,142,8680,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
